Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Cleaned_Review,Slang_Replaced,Stopwords_Removed,Stemming
Body Care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,Kota Tangerang,128600,4.9,2501,1173,1,"beli twinpack yg di kirim cm 1, mohon tanggung jawab nya ka... karena saya bayar dengan harga twinpack,",Negative,Fear,beli twinpack yg di kirim cm mohon tanggung jawab nya ka karena saya bayar dengan harga twinpack,beli twinpack yang di kirim cuma mohon tanggung jawab nya kak karena saya bayar dengan harga twinpack,beli twinpack kirim mohon tanggung jawab nya kak bayar harga twinpack,beli twinpack kirim mohon tanggung jawab nya kak bayar harga twinpack
Body Care,Whisper Pembalut Wanita Regular Flow 40's,Jakarta Timur,50800,4.9,11700,4349,1,"Ini expiry date nya 2020? kok dijual. sayangnya aku ga ambil video unboxing nya. Soalnya yaa.. ga nyangka aja gitu. Judul tokonya official' store.. dan waktu check barcode, ga ada dong, ga keluar itemnya, beda dg produk satu lagi yg ke beli berbarengan.",Negative,Fear,ini expiry date nya kok dijual sayangnya aku ga ambil video unboxing nya soalnya yaa ga nyangka aja gitu judul tokonya official store dan waktu check barcode ga ada dong ga keluar itemnya beda dg produk satu lagi yg ke beli berbarengan,ini expiry date nya kok dijual sayangnya aku enggak ambil video unboxing nya soalnya ya enggak menyangka saja begitu judul tokonya official store dan waktu check barcode enggak ada dong enggak keluar itemnya beda dengan produk satu lagi yang ke beli berbarengan,expiry date nya dijual sayangnya ambil video unboxing nya soalnya ya menyangka judul tokonya official store waktu check barcode keluar itemnya beda produk satu beli berbarengan,expiry date nya jual sayang ambil video unboxing nya soal ya sangka judul toko official store waktu check barcode keluar item beda produk satu beli bareng
Body Care,Whisper Pembalut Wanita Regular Flow 40's,Jakarta Timur,50800,4.9,11700,4349,1,lama banget sampainya. ga terlalu rekomen untuk beli. seminggu lebih sampainya.,Negative,Fear,lama banget sampainya ga terlalu rekomen untuk beli seminggu lebih sampainya,lama banget sampainya enggak terlalu rekomen untuk beli seminggu lebih sampainya,banget sampainya rekomen untuk beli seminggu sampainya,banget sampai rekomen untuk beli minggu sampai
Body Care,Whisper Pembalut Wanita Regular Flow 40's,Jakarta Timur,50800,4.9,11700,4349,1,"order dari tgl 26 Nov, baru sampai tgl 05 Dec ?? padahal order dari official store.. itupun setelah kemarin saya follow up sendiri ke ekspedisinya karena status Di toped Masih menunggu pick up paket sampai pun tidak dipacking dengan aman, hanya selembar plastik & basah kena hujan.. kapok ga berani lagi belanja disini??melulu ??, dichat ke penjual, yang balas sistem dan hanya info masih menunggu pick up.",Negative,Fear,order dari tgl nov baru sampai tgl dec padahal order dari official store itupun setelah kemarin saya follow up sendiri ke ekspedisinya karena status di toped masih menunggu pick up paket sampai pun tidak dipacking dengan aman hanya selembar plastik basah kena hujan kapok ga berani lagi belanja disini melulu dichat ke penjual yang balas sistem dan hanya info masih menunggu pick up,order dari tanggal nov baru sampai tanggal dec padahal order dari official store itupun setelah kemarin saya follow up sendiri ke ekspedisinya karena status di toped masih menunggu pick up paket sampai pun tidak dipacking dengan aman hanya selembar plastik basah kena hujan kapok enggak berani lagi belanja disini melulu dichat ke penjual yang balas sistem dan hanya info masih menunggu pick up,order tanggal nov baru tanggal dec order official store itupun kemarin follow up ekspedisinya status toped menunggu pick up paket dipacking aman selembar plastik basah kena hujan kapok berani belanja melulu dichat penjual balas sistem info menunggu pick up,order tanggal nov baru tanggal dec order official store itu kemarin follow up ekspedisi status toped tunggu pick up paket dipacking aman lembar plastik basah kena hujan kapok berani belanja melulu dichat jual balas sistem info tunggu pick up
Body Care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,Jakarta Selatan,193000,4.8,1362,585,1,"Nyesel setengah mati beli ni produk, beli gara2 liat ulasannya kok positif semua.. sumpah ini krim baunya ga enak banget, kalo boleh digambarkan baunya itu perpaduan antara muntahan bayi dan minyak nyong2 om2, iya separah itu.. ini yg pada kasi ulasan idungnya pada mati rasa ato gmn ya ?????? .. pengiriman sih cepat dan bagus, but sorry, the product is a nightmare + very pricey.. tau gini gw ttp beli wak doyok yg wanginya jauh lbh enak dan jauh lbh murah.. this cream is really2 not recommended!",Negative,Fear,nyesel setengah mati beli ni produk beli gara liat ulasannya kok positif semua sumpah ini krim baunya ga enak banget kalo boleh digambarkan baunya itu perpaduan antara muntahan bayi dan minyak nyong om iya separah itu ini yg pada kasi ulasan idungnya pada mati rasa ato gmn ya pengiriman sih cepat dan bagus but sorry the product is  nightmare very pricey tau gini gw ttp beli wak doyok yg wanginya jauh lbh enak dan jauh lbh murah this cream is really not recommended,menyesal setengah mati beli ini produk beli gara lihat ulasannya kok positif semua sumpah ini krim baunya enggak enak banget kalo boleh digambarkan baunya itu perpaduan antara muntahan bayi dan minyak nyong om iya separah itu ini yang pada kasih ulasan hidungnya pada mati rasa atau bagaimana ya pengiriman sih cepat dan bagus but sorry the product is nightmare very pricey tau begini gue tetap beli wak doyok yang wanginya jauh lebih enak dan jauh lebih murah this cream is really not recommended,menyesal setengah mati beli produk beli gara lihat ulasannya positif sumpah krim baunya enak banget kalo digambarkan baunya perpaduan muntahan bayi minyak nyong om iya separah kasih ulasan hidungnya mati rasa ya pengiriman sih cepat bagus but sorry the product is nightmare very pricey tau gue tetap beli wak doyok wanginya jauh enak jauh murah this cream is really not recommended,sesal tengah mati beli produk beli gara lihat ulas positif sumpah krim bau enak banget kalo gambar bau padu muntah bayi minyak nyong om iya parah kasih ulas hidung mati rasa ya kirim sih cepat bagus but sorry the product is nightmare very pricey tau gue tetap beli wak doyok wangi jauh enak jauh murah this cream is really not recommended
Body Care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,1,"Order 30pcs datangnya 29pcs. Ketahuan nya setelah dibongkar dan diberesin masuk ke kotak, ada satu kemasan 5 yg isinya cuma 4!!! Complain ditolak, krn gaada video unboxing.. Ternyata Unilever Official Account pun tak bisa dipercaya.. ??????",Negative,Fear,order pcs datangnya pcs ketahuan nya setelah dibongkar dan diberesin masuk ke kotak ada satu kemasan yg isinya cuma complain ditolak krn gaada video unboxing ternyata unilever official account pun tak bisa dipercaya,order pcs datangnya pcs ketahuan nya setelah dibongkar dan diberesin masuk ke kotak ada satu kemasan yang isinya cuma complain ditolak karena enggak ada video unboxing ternyata unilever official account pun tak bisa dipercaya,order pcs datangnya pcs ketahuan nya dibongkar diberesin masuk kotak satu kemasan isinya complain ditolak video unboxing ternyata unilever official account dipercaya,order pcs datang pcs tahu nya bongkar resin masuk kotak satu kemas isi complain tolak video unboxing nyata unilever official account percaya
Body Care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,1,"pertama liat flash salenya langsung beli. ndak buka deskripsi dulu. I mean Unilever official store gitu. ternyata, expirednya sisa 4 bulan lagi. padahal dulu beli hand sanitizer merek sebelah pas sale juga tapi expirednya masih lama. pantes ini cepet banget diproses. biasanya 2 Hari baru diproses. ini cuma jeda beberapa menit. pelajaran penting. jangan percaya brand????. tetep kudu baca review Dan deskripsi.",Negative,Fear,pertama liat flash salenya langsung beli ndak buka deskripsi dulu  mean unilever official store gitu ternyata expirednya sisa bulan lagi padahal dulu beli hand sanitizer merek sebelah pas sale juga tapi expirednya masih lama pantes ini cepet banget diproses biasanya hari baru diproses ini cuma jeda beberapa menit pelajaran penting jangan percaya brand tetep kudu baca review dan deskripsi,pertama lihat flash salenya langsung beli indak buka deskripsi dulu mean unilever official store begitu ternyata expirednya sisa bulan lagi padahal dulu beli hand sanitizer merek sebelah pas sale juga tapi expirednya masih lama pantas ini cepat banget diproses biasanya hari baru diproses ini cuma jeda beberapa menit pelajaran penting jangan percaya brand tetap kudu baca review dan deskripsi,pertama lihat flash salenya langsung beli indak buka deskripsi mean unilever official store ternyata expirednya sisa bulan beli hand sanitizer merek sebelah pas sale expirednya cepat banget diproses hari baru diproses jeda menit pelajaran penting percaya brand tetap kudu baca review deskripsi,pertama lihat flash sale langsung beli indak buka deskripsi mean unilever official store nyata expirednya sisa bulan beli hand sanitizer merek belah pas sale expirednya cepat banget proses hari baru proses jeda menit ajar penting percaya brand tetap kudu baca review deskripsi
Body Care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,1,"Saya membeli 20 item, dan yg saya terima hanya 10. sudah komplain tdk bisa karena memang saya video ulang dikarenakan video pertama tidak ke rekam.",Negative,Fear,saya membeli item dan yg saya terima hanya sudah komplain tdk bisa karena memang saya video ulang dikarenakan video pertama tidak ke rekam,saya membeli item dan yang saya terima hanya sudah komplain tidak bisa karena memang saya video ulang dikarenakan video pertama tidak ke rekam,membeli item terima komplain video ulang video pertama rekam,beli item terima komplain video ulang video pertama rekam
Body Care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,1,exp dekat padahal udah beli banyak buat di jual lagi... ini pengalaman klo harga miring mumer harus waspada .,Negative,Fear,exp dekat padahal udah beli banyak buat di jual lagi ini pengalaman klo harga miring mumer harus waspada,exp dekat padahal sudah beli banyak buat di jual lagi ini pengalaman kalo harga miring mumer harus waspada,exp beli jual pengalaman kalo harga miring mumer waspada,exp beli jual alam kalo harga miring mumer waspada
Body Care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,1,exp 26 april 2022 saya beli total kurang lebih 48pcs buat di jual lagi ... klo tau exp dekat g akan ambil .?? sudah ini dpt zonk segitu banyak mo dipakai sendiri g bakal habis sampai exp,Negative,Fear,exp april saya beli total kurang lebih pcs buat di jual lagi klo tau exp dekat  akan ambil sudah ini dpt zonk segitu banyak mo dipakai sendiri  bakal habis sampai exp,exp april saya beli total kurang lebih pcs buat di jual lagi kalo tau exp dekat akan ambil sudah ini dapat zonk segitu banyak mau dipakai sendiri bakal habis sampai exp,exp april beli total kurang pcs jual kalo tau exp ambil zonk segitu dipakai bakal habis exp,exp april beli total kurang pcs jual kalo tau exp ambil zonk segitu pakai bakal habis exp
Body Care,Lux Hand Sanitizer Jasmine 50ml,Kab. Tangerang,29100,4.9,143400,5572,1,pesen 10 dikirim 4,Negative,Fear,pesen dikirim,pesan dikirim,pesan dikirim,pesan kirim
Body Care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,1,"jangan mau beli disini.. kemasan nya jelek, barang sampai dalam keadaan pecah dan seller nya gk mau tanggung jawab",Negative,Fear,jangan mau beli disini kemasan nya jelek barang sampai dalam keadaan pecah dan seller nya gk mau tanggung jawab,jangan mau beli disini kemasan nya jelek barang sampai dalam keadaan pecah dan seller nya enggak mau tanggung jawab,beli kemasan nya jelek barang keadaan pecah seller nya tanggung jawab,beli kemas nya jelek barang ada pecah seller nya tanggung jawab
Body Care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,1,"sangat tidak recomanded, Harga promo tp masih tetap mahal dari toko sebelah bahkan lapak online lain nya. Official store mempermainkan harga ??, mau monopoli tokopedia ??",Negative,Fear,sangat tidak recomanded harga promo tp masih tetap mahal dari toko sebelah bahkan lapak online lain nya official store mempermainkan harga mau monopoli tokopedia,sangat tidak recomanded harga promo tapi masih tetap mahal dari toko sebelah bahkan lapak online lain nya official store mempermainkan harga mau monopoli tokopedia,recomanded harga promo tetap mahal toko sebelah lapak online nya official store mempermainkan harga monopoli tokopedia,recomanded harga promo tetap mahal toko belah lapak online nya official store main harga monopoli tokopedia
Body Care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,Kab. Tangerang,76900,4.9,10000,4973,1,Sy pesan 1 shampoo dan 2 body wash. Yg sy terima hanya 2 body wash. Shampoo tdk sy terima. Salah sy tdk membuat video unboxing (karena percaya sj dgn seller official). Win win solution sy berikan bintang 1. Terima ksh,Negative,Fear,sy pesan shampoo dan body wash yg sy terima hanya body wash shampoo tdk sy terima salah sy tdk membuat video unboxing karena percaya sj dgn seller official win win solution sy berikan bintang terima ksh,saya pesan shampoo dan body wash yang saya terima hanya body wash shampoo tidak saya terima salah saya tidak membuat video unboxing karena percaya saja dengan seller official win win solution saya berikan bintang terima kasih,pesan shampoo body wash terima body wash shampoo terima salah membuat video unboxing percaya seller official win win solution berikan bintang terima kasih,pesan shampoo body wash terima body wash shampoo terima salah buat video unboxing percaya seller official win win solution ikan bintang terima kasih
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,Jakarta Barat,381000,4.9,3517,1804,1,"saya beli L'oreal serioxyl nya, malah ga ada. yg datang malah giftnya aja..ini gmn sih official account lho padahal",Negative,Fear,saya beli  oreal serioxyl nya malah ga ada yg datang malah giftnya aja ini gmn sih official account lho padahal,saya beli oreal serioxyl nya malah enggak ada yang datang malah giftnya saja ini bagaimana sih official account lho padahal,beli oreal serioxyl nya datang giftnya sih official account lho,beli oreal serioxyl nya datang giftnya sih official account lho
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,Jakarta Barat,381000,4.9,3517,1804,1,packingan barangnya berantakan tdk rapi sm skali,Negative,Fear,packingan barangnya berantakan tdk rapi sm skali,packingan barangnya berantakan tidak rapi sama sekali,packingan barangnya berantakan rapi,packingan barang beranta rapi
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,Jakarta Barat,381000,4.9,3517,1804,1,"Cukup sy yg di rugikan , krn brg yg dtg sy tdk vidio in , orderan sy ada 3 Yg dtg cuma 2, tp gift dpt 3 Brg uda mahal , di komplen pun gak bs",Negative,Fear,cukup sy yg di rugikan krn brg yg dtg sy tdk vidio in orderan sy ada yg dtg cuma tp gift dpt brg uda mahal di komplen pun gak bs,cukup saya yang di rugikan karena bareng yang datang saya tidak vidio ini orderan saya ada yang datang cuma tapi gift dapat bareng sudah mahal di komplen pun enggak bisa,cukup rugikan bareng datang vidio orderan datang gift bareng mahal komplen,cukup rugi bareng datang vidio order datang gift bareng mahal komplen
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,Jakarta Barat,381000,4.9,3517,1804,1,Admin slow response. Konfirmasi ketersediaan barang lama sekali. Bonus gift yg dikirim juga ga sesuai,Negative,Fear,admin slow response konfirmasi ketersediaan barang lama sekali bonus gift yg dikirim juga ga sesuai,admin slow response konfirmasi ketersediaan barang lama sekali bonus gift yang dikirim juga enggak sesuai,admin slow response konfirmasi ketersediaan barang bonus gift dikirim sesuai,admin slow response konfirmasi sedia barang bonus gift kirim sesuai
